## BEGIN HEADER
#
##------------------------------------------------------------------------------
## Origin Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#SOURCE:   "Ocean Networks Canada Data Archive"  / Citation Author
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site
#HOME:     "University of Victoria, Canada"      / Citation Publication Location
#FLDATE:    2025-06-21T19:50:46.965Z  / File Creation Date = Date for Citation
#CITATION1: "Ocean Networks Canada Society. 2012. Cambridge Bay Water Quality Monitor Deployed 2012-10-02. Ocean Networks Canada Society. https://doi.org/10.34943/d1411630-2b5e-418d-b9ca-7f78af5b26b0. Subset Query: 31177891. Accessed 2025-06-21."  / Citation Title
#CITATION2: "Ocean Networks Canada Society. 2013. Cambridge Bay Water Quality Monitor Deployed 2013-09-03. Ocean Networks Canada Society. https://doi.org/10.34943/511f07f7-236c-4573-8146-6e6994d10bed. Subset Query: 31177892. Accessed 2025-06-21."  / Citation Title
#METADATF:  CambridgeBay_UnderwaterNetwork_WaterQualityMonitor_OxygenSaturation_20121006T043000Z_20140916T060000Z-NaN_clean_avg15minute_CSV_META.xml  / Metadata file name
#SEARCHID:  50649287                             / DMAS Search ID from Oceans3.0
#
##------------------------------------------------------------------------------
## Location Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#STNNAME:   OceanNetworksCanada-Arctic-CambridgeBay-UnderwaterNetwork  / Station Name 
#STNCODE:   CBYIP                                / Station Code 
#LATITUDE:     69.113860                         / Latitude North
#LONGITUDE:  -105.060580                         / Longitude East
#DEPTH:         6.0                              / Depth (m)
#
##------------------------------------------------------------------------------
## Device Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DEVCAT: Water Quality Monitor                   / Device Category
#DEVTOT:    2  / Total number of Device Deployments contributing to data
#
#DEPLDATE1: 2012-10-06T04:15:12.000Z             / Device 1 Deployment Date
#DEVNAME1: "WET Labs Water Quality Monitor 233"  / Device Name of Device 1
#DEVCODE1:  WETLABSWQM233                        / Device Code of Device 1
#DEVID1:    13200                                / Device ID of Device 1
#
#DEPLDATE2: 2013-09-03T02:18:00.000Z             / Device 2 Deployment Date
#DEVNAME2: "WET Labs Water Quality Monitor 196"  / Device Name of Device 2
#DEVCODE2:  WETLABSWQM196                        / Device Code of Device 2
#DEVID2:    9001                                 / Device ID of Device 2
#
##------------------------------------------------------------------------------
## Data Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DATEFROM:  2012-10-06T04:30:00.000Z             / Data Start Time
#DATETO:    2014-09-16T06:00:00.000Z             / Data End Time
#PERIODTOT: 2                                    / Number of Sample Periods
#PERIODST1: 2010-11-19T00:00:00.000Z             / Sample Period 1 Start Time
#PERIOD1:   1                                    / Sensor Sample Period 1 (s)
#PERIODST2: 2012-04-30T00:00:00.000Z             / Sample Period 2 Start Time
#PERIOD2:   1                                    / Sensor Sample Period 2 (s)
#RESAMPPRD: 900                                  / Resample Period (s)
#RESAMPTYP: Average                              / Resample Type
#RESAMPMIN: 70%  / Minimum percent valid data per resample
#RESAMPDCR: Fixed window averaging without overlap  / Resample Description
#TOTSAMPLE: 51495                                / Samples in File
#TOTSMPEXP: 68166                                / Samples expected
#DPOPTGAPS: NaN  / Data Gaps: NaN - Fill missing/bad data with NaNs (Not a Number) 
#DPOPTQC:   Clean  / Quality Control: Clean Data - replace data that have QAQC flags 3 or 4 with NaNs 
#QAREMARK:  None                                 / Quality Assurance Remarks
#
#"QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information."
#"Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)", "Oxygen Saturation (%)", "Oxygen Saturation QC Flag", "Oxygen Saturation Count"
## END HEADER
2013-09-11T11:52:30.000Z, NaN, 6, 600
2013-09-11T12:07:30.000Z, 102.282839822, 7, 899
2013-09-11T12:22:30.000Z, 102.102019343, 7, 900
2013-09-11T12:37:30.000Z, 101.872829319, 7, 899
2013-09-11T12:52:30.000Z, NaN, 6, 600
2013-09-11T13:07:30.000Z, 102.086441452, 7, 900
2013-09-11T13:22:30.000Z, 101.963621288, 7, 900
2013-09-11T13:37:30.000Z, 102.060181302, 7, 900
2013-09-11T13:52:30.000Z, NaN, 6, 600
2013-09-11T14:07:30.000Z, 102.162281736, 7, 900
2013-09-11T14:22:30.000Z, 102.174467264, 7, 900
2013-09-11T14:37:30.000Z, 102.308799153, 7, 900
2013-09-11T14:52:30.000Z, NaN, 6, 600
2013-09-11T15:07:30.000Z, 102.052004076, 7, 900
2013-09-11T15:22:30.000Z, 102.305594076, 7, 900
2013-09-11T15:37:30.000Z, 102.113949931, 7, 900
2013-09-11T15:52:30.000Z, NaN, 6, 600
2013-09-11T16:07:30.000Z, 102.660864733, 7, 900
2013-09-11T16:22:30.000Z, 102.406848341, 7, 900
2013-09-11T16:37:30.000Z, 102.416009412, 7, 900
2013-09-11T16:52:30.000Z, NaN, 6, 600
2013-09-11T17:07:30.000Z, 102.222357034, 7, 900
2013-09-11T17:22:30.000Z, 101.941810701, 7, 900
2013-09-11T17:37:30.000Z, 101.893278825, 7, 900
2013-09-11T17:52:30.000Z, NaN, 6, 600
2013-09-11T18:07:30.000Z, 101.762159058, 7, 900
2013-09-11T18:22:30.000Z, 101.759299442, 7, 900
2013-09-11T18:37:30.000Z, 101.756986783, 7, 900
2013-09-11T18:52:30.000Z, NaN, 6, 600
2013-09-11T19:07:30.000Z, 101.879858253, 7, 900
2013-09-11T19:22:30.000Z, 101.939502852, 7, 900
2013-09-11T19:37:30.000Z, 101.842576735, 7, 855
2013-09-11T19:52:30.000Z, NaN, 6, 600
2013-09-11T20:07:30.000Z, 101.844487063, 7, 854
2013-09-11T20:22:30.000Z, 101.960298191, 7, 900
2013-09-11T20:37:30.000Z, 102.181939089, 7, 900
2013-09-11T20:52:30.000Z, NaN, 6, 600
2013-09-11T21:07:30.000Z, 102.01109159, 7, 900
2013-09-11T21:22:30.000Z, 102.042889392, 7, 900
2013-09-11T21:37:30.000Z, 101.953495273, 7, 900
2013-09-11T21:52:30.000Z, NaN, 6, 600
2013-09-11T22:07:30.000Z, 102.239965217, 7, 900
2013-09-11T22:22:30.000Z, 102.249901007, 7, 900
2013-09-11T22:37:30.000Z, 102.171869572, 7, 900
2013-09-11T22:52:30.000Z, NaN, 6, 600
2013-09-11T23:07:30.000Z, 102.501174225, 7, 900
2013-09-11T23:22:30.000Z, 102.511109842, 7, 900
2013-09-11T23:37:30.000Z, 102.414116371, 7, 900
2013-09-11T23:52:30.000Z, NaN, 6, 600
2013-09-12T00:07:30.000Z, 102.476123528, 7, 900
2013-09-12T00:22:30.000Z, 102.099633016, 7, 900
2013-09-12T00:37:30.000Z, 102.273611759, 7, 900
2013-09-12T00:52:30.000Z, NaN, 6, 600
2013-09-12T01:07:30.000Z, 102.147510144, 7, 900
2013-09-12T01:22:30.000Z, 102.174032327, 7, 900
2013-09-12T01:37:30.000Z, 102.130042281, 7, 900
2013-09-12T01:52:30.000Z, NaN, 6, 600
2013-09-12T02:07:30.000Z, 102.218428283, 7, 900
2013-09-12T02:22:30.000Z, 102.297709777, 7, 899
2013-09-12T02:37:30.000Z, 102.149414956, 7, 901
2013-09-12T02:52:30.000Z, NaN, 6, 600
2013-09-12T03:07:30.000Z, 102.06100157, 7, 900
2013-09-12T03:22:30.000Z, 102.087261217, 7, 900
2013-09-12T03:37:30.000Z, 102.192167161, 7, 900
2013-09-12T03:52:30.000Z, NaN, 6, 600
2013-09-12T04:07:30.000Z, 102.20481306, 7, 900
2013-09-12T04:22:30.000Z, 102.29856476, 7, 789
2013-09-12T04:37:30.000Z, 102.20504919, 7, 900
2013-09-12T04:52:30.000Z, NaN, 6, 600
2013-09-12T05:07:30.000Z, 102.240359625, 7, 900
2013-09-12T05:22:30.000Z, 102.195578113, 7, 900
2013-09-12T05:37:30.000Z, 102.379622914, 7, 900
2013-09-12T05:52:30.000Z, NaN, 6, 600
2013-09-12T06:07:30.000Z, 102.26624194, 7, 900
2013-09-12T06:22:30.000Z, 102.12627658, 7, 900
2013-09-12T06:37:30.000Z, 102.148200426, 7, 899
2013-09-12T06:52:30.000Z, NaN, 6, 600
2013-09-12T07:07:30.000Z, 101.875923804, 7, 900
2013-09-12T07:22:30.000Z, 101.817843653, 7, 900
2013-09-12T07:37:30.000Z, 101.803117187, 7, 855
2013-09-12T07:52:30.000Z, NaN, 6, 600
2013-09-12T08:07:30.000Z, 102.007603498, 7, 900
2013-09-12T08:22:30.000Z, 101.884342665, 7, 900
2013-09-12T08:37:30.000Z, 101.805074165, 7, 900
2013-09-12T08:52:30.000Z, NaN, 6, 600
2013-09-12T09:07:30.000Z, 100.779284332, 7, 900
2013-09-12T09:22:30.000Z, 101.125865213, 7, 900
2013-09-12T09:37:30.000Z, 101.475549993, 7, 900
2013-09-12T09:52:30.000Z, NaN, 6, 600
2013-09-12T10:07:30.000Z, 101.61136649, 7, 900
2013-09-12T10:22:30.000Z, 101.250971403, 7, 900
2013-09-12T10:37:30.000Z, 99.814856739, 7, 900
2013-09-12T10:52:30.000Z, NaN, 6, 600
2013-09-12T11:07:30.000Z, 99.425192775, 7, 900
2013-09-12T11:22:30.000Z, 99.4643621, 7, 900
2013-09-12T11:37:30.000Z, 99.614576317, 7, 900
2013-09-12T11:52:30.000Z, NaN, 6, 600
2013-09-12T12:07:30.000Z, 99.387568986, 7, 900
2013-09-12T12:22:30.000Z, 99.14706374, 7, 900
2013-09-12T12:37:30.000Z, 99.073495079, 7, 900
2013-09-12T12:52:30.000Z, NaN, 6, 600
2013-09-12T13:07:30.000Z, 99.266166559, 7, 900
2013-09-12T13:22:30.000Z, 99.373098718, 7, 900
2013-09-12T13:37:30.000Z, 99.532158236, 7, 900
2013-09-12T13:52:30.000Z, NaN, 6, 600
2013-09-12T14:07:30.000Z, 99.631796449, 7, 900
2013-09-12T14:22:30.000Z, 99.430084136, 7, 900
2013-09-12T14:37:30.000Z, 99.12951598, 7, 900
2013-09-12T14:52:30.000Z, NaN, 6, 600
2013-09-12T15:07:30.000Z, 99.006742715, 7, 900
2013-09-12T15:22:30.000Z, 99.322091184, 7, 900
2013-09-12T15:37:30.000Z, 99.527360605, 7, 900
2013-09-12T15:52:30.000Z, NaN, 6, 600
2013-09-12T16:07:30.000Z, 99.629658485, 7, 900
2013-09-12T16:22:30.000Z, 99.722740816, 7, 900
2013-09-12T16:37:30.000Z, 99.683222979, 7, 900
2013-09-12T16:52:30.000Z, NaN, 6, 600
2013-09-12T17:07:30.000Z, 99.945360291, 7, 900
2013-09-12T17:22:30.000Z, 99.847428359, 7, 900
2013-09-12T17:37:30.000Z, 99.863869513, 7, 900
2013-09-12T17:52:30.000Z, NaN, 6, 600
2013-09-12T18:07:30.000Z, 99.83154574, 7, 900
2013-09-12T18:22:30.000Z, 99.955434955, 7, 900
2013-09-12T18:37:30.000Z, 100.044853881, 7, 900
2013-09-12T18:52:30.000Z, NaN, 6, 600
2013-09-12T19:07:30.000Z, 99.944523794, 7, 900
2013-09-12T19:22:30.000Z, 99.964212459, 7, 900
2013-09-12T19:37:30.000Z, 99.956596444, 7, 900
2013-09-12T19:52:30.000Z, NaN, 6, 600
2013-09-12T20:07:30.000Z, 99.698663354, 7, 900
2013-09-12T20:22:30.000Z, 99.815155701, 7, 900
2013-09-12T20:37:30.000Z, 99.752582826, 7, 900
2013-09-12T20:52:30.000Z, NaN, 6, 600
2013-09-12T21:07:30.000Z, 99.65297331, 7, 900
2013-09-12T21:22:30.000Z, 100.037666101, 7, 900
2013-09-12T21:37:30.000Z, 100.05058263, 7, 900
2013-09-12T21:52:30.000Z, NaN, 6, 600
2013-09-12T22:07:30.000Z, 100.156720793, 7, 900
2013-09-12T22:22:30.000Z, 100.204783668, 7, 900
2013-09-12T22:37:30.000Z, 100.237790232, 7, 900
2013-09-12T22:52:30.000Z, NaN, 6, 600
2013-09-12T23:07:30.000Z, 100.209741447, 7, 900
2013-09-12T23:22:30.000Z, 100.429363938, 7, 900
2013-09-12T23:37:30.000Z, 100.419257325, 7, 900
2013-09-12T23:52:30.000Z, NaN, 6, 600
2013-09-13T00:07:30.000Z, 100.461059466, 7, 900
2013-09-13T00:22:30.000Z, 100.388073604, 7, 900
2013-09-13T00:37:30.000Z, 100.31082384, 7, 900
2013-09-13T00:52:30.000Z, NaN, 6, 599
2013-09-13T01:07:30.000Z, 100.345987496, 7, 900
2013-09-13T01:22:30.000Z, 100.348466506, 7, 900
2013-09-13T01:37:30.000Z, 100.222598971, 7, 900
2013-09-13T01:52:30.000Z, NaN, 6, 600
2013-09-13T02:07:30.000Z, 100.191564123, 7, 900
2013-09-13T02:22:30.000Z, 100.056873495, 7, 900
2013-09-13T02:37:30.000Z, 100.030404633, 7, 900
2013-09-13T02:52:30.000Z, NaN, 6, 600
2013-09-13T03:07:30.000Z, 99.922469481, 7, 900
2013-09-13T03:22:30.000Z, 99.948173518, 7, 899
2013-09-13T03:37:30.000Z, 99.860931876, 7, 900
2013-09-13T03:52:30.000Z, NaN, 6, 600
2013-09-13T04:07:30.000Z, 99.913621944, 7, 900
2013-09-13T04:22:30.000Z, 99.853539838, 7, 900
2013-09-13T04:37:30.000Z, 99.805730228, 7, 900
2013-09-13T04:52:30.000Z, NaN, 6, 600
2013-09-13T05:07:30.000Z, 99.733511858, 7, 900
2013-09-13T05:22:30.000Z, 99.756747394, 7, 900
2013-09-13T05:37:30.000Z, 99.699104146, 7, 900
2013-09-13T05:52:30.000Z, NaN, 6, 600
2013-09-13T06:07:30.000Z, 99.698237041, 7, 900
2013-09-13T06:22:30.000Z, 99.849722481, 7, 900
2013-09-13T06:37:30.000Z, 99.666443239, 7, 900
2013-09-13T06:52:30.000Z, NaN, 6, 600
2013-09-13T07:07:30.000Z, 99.455221022, 7, 900
2013-09-13T07:22:30.000Z, 99.617159359, 7, 900
2013-09-13T07:37:30.000Z, 99.659170295, 7, 900
2013-09-13T07:52:30.000Z, NaN, 6, 600
2013-09-13T08:07:30.000Z, 99.47380041, 7, 900
2013-09-13T08:22:30.000Z, 99.519586122, 7, 900
2013-09-13T08:37:30.000Z, 99.729699263, 7, 900
2013-09-13T08:52:30.000Z, NaN, 6, 600
2013-09-13T09:07:30.000Z, 99.613774546, 7, 900
2013-09-13T09:22:30.000Z, 99.616800572, 7, 900
2013-09-13T09:37:30.000Z, 99.627128361, 7, 900
2013-09-13T09:52:30.000Z, NaN, 6, 600
2013-09-13T10:07:30.000Z, 99.560111749, 7, 900
2013-09-13T10:22:30.000Z, 99.537999516, 7, 900
2013-09-13T10:37:30.000Z, 99.474221766, 7, 900
2013-09-13T10:52:30.000Z, NaN, 6, 600
2013-09-13T11:07:30.000Z, 99.314272483, 7, 900
2013-09-13T11:22:30.000Z, 99.287157417, 7, 900
2013-09-13T11:37:30.000Z, 99.382021696, 7, 900
2013-09-13T11:52:30.000Z, NaN, 6, 600
2013-09-13T12:07:30.000Z, 99.74174752, 7, 900
2013-09-13T12:22:30.000Z, 99.779258886, 7, 900
2013-09-13T12:37:30.000Z, 99.755603383, 7, 900
2013-09-13T12:52:30.000Z, NaN, 6, 600
2013-09-13T13:07:30.000Z, 99.738473673, 7, 900
2013-09-13T13:22:30.000Z, 99.732518617, 7, 900
2013-09-13T13:37:30.000Z, 99.680808676, 7, 900
2013-09-13T13:52:30.000Z, NaN, 6, 600
2013-09-13T14:07:30.000Z, 99.578144177, 7, 900
2013-09-13T14:22:30.000Z, 99.619711768, 7, 900
2013-09-13T14:37:30.000Z, 99.7590744, 7, 900
2013-09-13T14:52:30.000Z, NaN, 6, 600
2013-09-13T15:07:30.000Z, 99.80897324, 7, 900
2013-09-13T15:22:30.000Z, 99.863915187, 7, 900
2013-09-13T15:37:30.000Z, 99.875099825, 7, 900
2013-09-13T15:52:30.000Z, NaN, 6, 600
2013-09-13T16:07:30.000Z, 100.138708701, 7, 900
2013-09-13T16:22:30.000Z, 99.990166502, 7, 900
2013-09-13T16:37:30.000Z, 99.920277753, 7, 900
2013-09-13T16:52:30.000Z, NaN, 6, 600
2013-09-13T17:07:30.000Z, 99.882884672, 7, 900
2013-09-13T17:22:30.000Z, 99.836249385, 7, 900
2013-09-13T17:37:30.000Z, 99.864789371, 7, 900
2013-09-13T17:52:30.000Z, NaN, 6, 600
2013-09-13T18:07:30.000Z, 99.905903534, 7, 900
2013-09-13T18:22:30.000Z, 99.934379885, 7, 900
2013-09-13T18:37:30.000Z, 99.88373013, 7, 900
2013-09-13T18:52:30.000Z, NaN, 6, 600
2013-09-13T19:07:30.000Z, 99.900684995, 7, 899
2013-09-13T19:22:30.000Z, 99.914450983, 7, 900
2013-09-13T19:37:30.000Z, 99.960728145, 7, 900
2013-09-13T19:52:30.000Z, NaN, 6, 600
2013-09-13T20:07:30.000Z, 100.075140425, 7, 900
2013-09-13T20:22:30.000Z, 100.087374826, 7, 900
2013-09-13T20:37:30.000Z, 100.134831006, 7, 900
2013-09-13T20:52:30.000Z, NaN, 6, 600
2013-09-13T21:07:30.000Z, 100.089702519, 7, 900
2013-09-13T21:22:30.000Z, 100.099094854, 7, 900
2013-09-13T21:37:30.000Z, 100.137809357, 7, 900
2013-09-13T21:52:30.000Z, NaN, 6, 600
2013-09-13T22:07:30.000Z, 100.088488133, 7, 900
2013-09-13T22:22:30.000Z, 100.039359551, 7, 900
2013-09-13T22:37:30.000Z, 100.007675436, 7, 900
2013-09-13T22:52:30.000Z, NaN, 6, 600
2013-09-13T23:07:30.000Z, 100.153134404, 7, 900
2013-09-13T23:22:30.000Z, 100.173521035, 7, 900
2013-09-13T23:37:30.000Z, 100.160119606, 7, 900
2013-09-13T23:52:30.000Z, NaN, 6, 600
2013-09-14T00:07:30.000Z, 100.342689092, 7, 900
2013-09-14T00:22:30.000Z, 100.226013579, 7, 900
2013-09-14T00:37:30.000Z, 100.118528154, 7, 900
2013-09-14T00:52:30.000Z, NaN, 6, 600
2013-09-14T01:07:30.000Z, 99.858712263, 7, 900
2013-09-14T01:22:30.000Z, 100.467613434, 7, 900
2013-09-14T01:37:30.000Z, 100.018618673, 7, 900
2013-09-14T01:52:30.000Z, NaN, 6, 600
2013-09-14T02:07:30.000Z, 99.839515412, 7, 900
2013-09-14T02:22:30.000Z, 100.064821242, 7, 900
2013-09-14T02:37:30.000Z, 100.142146413, 7, 900
2013-09-14T02:52:30.000Z, NaN, 6, 600
2013-09-14T03:07:30.000Z, 100.437644248, 7, 900
2013-09-14T03:22:30.000Z, 100.707546587, 7, 900
2013-09-14T03:37:30.000Z, 100.107414938, 7, 900
2013-09-14T03:52:30.000Z, NaN, 6, 600
2013-09-14T04:07:30.000Z, 100.040843869, 7, 900
2013-09-14T04:22:30.000Z, 100.006802401, 7, 900
2013-09-14T04:37:30.000Z, 99.974305684, 7, 900
2013-09-14T04:52:30.000Z, NaN, 6, 600
2013-09-14T05:07:30.000Z, 100.728634051, 7, 900
2013-09-14T05:22:30.000Z, 100.711536197, 7, 900
2013-09-14T05:37:30.000Z, 100.57599675, 7, 900
2013-09-14T05:52:30.000Z, NaN, 6, 600
2013-09-14T06:07:30.000Z, 100.099753357, 7, 900
2013-09-14T06:22:30.000Z, 99.975659574, 7, 900
2013-09-14T06:37:30.000Z, 99.920850229, 7, 900
2013-09-14T06:52:30.000Z, NaN, 6, 600
2013-09-14T07:07:30.000Z, 100.413694088, 7, 900
2013-09-14T07:22:30.000Z, 100.385286697, 7, 900
2013-09-14T07:37:30.000Z, 100.314228753, 7, 900
2013-09-14T07:52:30.000Z, NaN, 6, 600
2013-09-14T08:07:30.000Z, 100.347470377, 7, 900
2013-09-14T08:22:30.000Z, 100.279889102, 7, 900
2013-09-14T08:37:30.000Z, 100.175590975, 7, 900
2013-09-14T08:52:30.000Z, NaN, 6, 600
2013-09-14T09:07:30.000Z, 99.892701479, 7, 900
2013-09-14T09:22:30.000Z, 100.022365757, 7, 900
2013-09-14T09:37:30.000Z, 100.07345113, 7, 900
2013-09-14T09:52:30.000Z, NaN, 6, 598
2013-09-14T10:07:30.000Z, 99.985150852, 7, 900
2013-09-14T10:22:30.000Z, 99.880787724, 7, 900
2013-09-14T10:37:30.000Z, 99.95949381, 7, 900
2013-09-14T10:52:30.000Z, NaN, 6, 602
2013-09-14T11:07:30.000Z, 99.958785813, 7, 900
2013-09-14T11:22:30.000Z, 100.023235459, 7, 900
2013-09-14T11:37:30.000Z, 99.881478698, 7, 900
2013-09-14T11:52:30.000Z, NaN, 6, 600
2013-09-14T12:07:30.000Z, 100.42008866, 7, 900
2013-09-14T12:22:30.000Z, 100.549573515, 7, 900
2013-09-14T12:37:30.000Z, 100.385652124, 7, 899
2013-09-14T12:52:30.000Z, NaN, 6, 601
2013-09-14T13:07:30.000Z, 100.317544255, 7, 900
2013-09-14T13:22:30.000Z, 100.324963999, 7, 899
2013-09-14T13:37:30.000Z, 100.11816201, 7, 900
2013-09-14T13:52:30.000Z, NaN, 6, 600
2013-09-14T14:07:30.000Z, 99.638146113, 7, 900
2013-09-14T14:22:30.000Z, 99.618589764, 7, 900
2013-09-14T14:37:30.000Z, 99.553294619, 7, 900
2013-09-14T14:52:30.000Z, NaN, 6, 600
2013-09-14T15:07:30.000Z, 99.865720907, 7, 900
2013-09-14T15:22:30.000Z, 99.450072288, 7, 900
2013-09-14T15:37:30.000Z, 100.068713533, 7, 900
2013-09-14T15:52:30.000Z, NaN, 6, 599
2013-09-14T16:07:30.000Z, 99.749264758, 7, 901
2013-09-14T16:22:30.000Z, 100.05429474, 7, 900
2013-09-14T16:37:30.000Z, 100.091497858, 7, 900
2013-09-14T16:52:30.000Z, NaN, 6, 600
2013-09-14T17:07:30.000Z, 99.769731183, 7, 900
2013-09-14T17:22:30.000Z, 99.663347739, 7, 900
2013-09-14T17:37:30.000Z, 99.776914157, 7, 900
2013-09-14T17:52:30.000Z, NaN, 6, 600
2013-09-14T18:07:30.000Z, 99.90943476, 7, 900
2013-09-14T18:22:30.000Z, 100.006264487, 7, 900
2013-09-14T18:37:30.000Z, 99.898320687, 7, 900
2013-09-14T18:52:30.000Z, NaN, 6, 600
2013-09-14T19:07:30.000Z, 100.024154599, 7, 900
2013-09-14T19:22:30.000Z, 100.072684659, 7, 900
2013-09-14T19:37:30.000Z, 99.985259693, 7, 900
2013-09-14T19:52:30.000Z, NaN, 6, 600
2013-09-14T20:07:30.000Z, 99.887666905, 7, 900
2013-09-14T20:22:30.000Z, 100.056354623, 7, 900
2013-09-14T20:37:30.000Z, 99.981800919, 7, 900
2013-09-14T20:52:30.000Z, NaN, 6, 599
2013-09-14T21:07:30.000Z, 100.337854968, 7, 900
2013-09-14T21:22:30.000Z, 100.362314366, 7, 900
2013-09-14T21:37:30.000Z, 100.323313857, 7, 900
2013-09-14T21:52:30.000Z, NaN, 6, 600
2013-09-14T22:07:30.000Z, 99.695213356, 7, 900
2013-09-14T22:22:30.000Z, 99.757531297, 7, 900
2013-09-14T22:37:30.000Z, 99.63565084, 7, 900
2013-09-14T22:52:30.000Z, NaN, 6, 601
2013-09-14T23:07:30.000Z, 99.593275843, 7, 900
2013-09-14T23:22:30.000Z, 99.599674214, 7, 900
2013-09-14T23:37:30.000Z, 99.984240011, 7, 900
2013-09-14T23:52:30.000Z, NaN, 6, 600
2013-09-15T00:07:30.000Z, 100.974214732, 7, 900
2013-09-15T00:22:30.000Z, 100.70810018, 7, 900
2013-09-15T00:37:30.000Z, 100.488337819, 7, 900
2013-09-15T00:52:30.000Z, NaN, 6, 600
2013-09-15T01:07:30.000Z, 100.355489709, 7, 900
2013-09-15T01:22:30.000Z, 100.26489943, 7, 900
2013-09-15T01:37:30.000Z, 100.047429751, 7, 900
2013-09-15T01:52:30.000Z, NaN, 6, 599
2013-09-15T02:07:30.000Z, 100.035036357, 7, 900
2013-09-15T02:22:30.000Z, 101.260868262, 7, 900
2013-09-15T02:37:30.000Z, 101.125775121, 7, 900
2013-09-15T02:52:30.000Z, NaN, 6, 600
2013-09-15T03:07:30.000Z, 100.46912117, 7, 900
2013-09-15T03:22:30.000Z, 99.996689637, 7, 857
2013-09-15T03:37:30.000Z, 100.29912407, 7, 898
2013-09-15T03:52:30.000Z, NaN, 6, 600
2013-09-15T04:07:30.000Z, 100.589603154, 7, 900
2013-09-15T04:22:30.000Z, 100.464816237, 7, 900
2013-09-15T04:37:30.000Z, 100.370834023, 7, 901
2013-09-15T04:52:30.000Z, NaN, 6, 599
2013-09-15T05:07:30.000Z, 100.340741648, 7, 900
2013-09-15T05:22:30.000Z, 100.500872601, 7, 900
2013-09-15T05:37:30.000Z, 100.412469597, 7, 900
2013-09-15T05:52:30.000Z, NaN, 6, 600
2013-09-15T06:07:30.000Z, 100.454906595, 7, 900
2013-09-15T06:22:30.000Z, 100.419891151, 7, 900
2013-09-15T06:37:30.000Z, 100.212064158, 7, 901
2013-09-15T06:52:30.000Z, NaN, 6, 599
2013-09-15T07:07:30.000Z, 99.671247142, 7, 900
2013-09-15T07:22:30.000Z, 100.293544064, 7, 900
2013-09-15T07:37:30.000Z, 100.190800365, 7, 899
2013-09-15T07:52:30.000Z, NaN, 6, 600
2013-09-15T08:07:30.000Z, 100.057410989, 7, 900
2013-09-15T08:22:30.000Z, 100.160875235, 7, 900
2013-09-15T08:37:30.000Z, 99.965310215, 7, 901
2013-09-15T08:52:30.000Z, NaN, 6, 599
2013-09-15T09:07:30.000Z, 99.677076078, 7, 900
2013-09-15T09:22:30.000Z, 99.951357285, 7, 900
2013-09-15T09:37:30.000Z, 100.153313945, 7, 900
2013-09-15T09:52:30.000Z, NaN, 6, 600
2013-09-15T10:07:30.000Z, 99.802414991, 7, 900
2013-09-15T10:22:30.000Z, 99.756486842, 7, 900
2013-09-15T10:37:30.000Z, 100.121729722, 7, 900
2013-09-15T10:52:30.000Z, NaN, 6, 600
2013-09-15T11:07:30.000Z, 99.926159545, 7, 900
2013-09-15T11:22:30.000Z, 100.733443866, 7, 900
2013-09-15T11:37:30.000Z, 100.241528656, 7, 900
2013-09-15T11:52:30.000Z, NaN, 6, 600
2013-09-15T12:07:30.000Z, 99.821838371, 7, 900
2013-09-15T12:22:30.000Z, 100.210795299, 7, 900
2013-09-15T12:37:30.000Z, 100.298536322, 7, 900
2013-09-15T12:52:30.000Z, NaN, 6, 600
2013-09-15T13:07:30.000Z, 99.655331956, 7, 900
2013-09-15T13:22:30.000Z, 99.565996979, 7, 900
2013-09-15T13:37:30.000Z, 99.553485351, 7, 900
2013-09-15T13:52:30.000Z, NaN, 6, 600
2013-09-15T14:07:30.000Z, 99.729430815, 7, 900
2013-09-15T14:22:30.000Z, 99.5361147, 7, 900
2013-09-15T14:37:30.000Z, 99.584160458, 7, 900
2013-09-15T14:52:30.000Z, NaN, 6, 600
2013-09-15T15:07:30.000Z, 99.499367563, 7, 900
2013-09-15T15:22:30.000Z, 99.578537282, 7, 900
2013-09-15T15:37:30.000Z, 99.555925249, 7, 900
2013-09-15T15:52:30.000Z, NaN, 6, 600
2013-09-15T16:07:30.000Z, 99.625360457, 7, 900
2013-09-15T16:22:30.000Z, 99.709540913, 7, 900
2013-09-15T16:37:30.000Z, 99.719104147, 7, 900
2013-09-15T16:52:30.000Z, NaN, 6, 600
2013-09-15T17:07:30.000Z, 99.816441705, 7, 900
2013-09-15T17:22:30.000Z, 99.826825627, 7, 900
2013-09-15T17:37:30.000Z, 99.771380003, 7, 900
2013-09-15T17:52:30.000Z, NaN, 6, 600
2013-09-15T18:07:30.000Z, 99.825993997, 7, 900
2013-09-15T18:22:30.000Z, 99.835677911, 7, 900
2013-09-15T18:37:30.000Z, 99.821489682, 7, 900
